Mês Ano;Órgão Superior;Órgão/Entidade Vinculada;Valor Empenhado;Valor Liquidado;Valor Pago;Valor Restos a Pagar Pagos
jun/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;28.244.815.648,45;50.980.187.568,08;50.935.177.747,73;2.376.226.484,06
mar/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;225.176.191.782,62;269.202.293.014,31;269.248.665.895,58;2.284.039.078,69
jan/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;1.142.346.270.938,89;591.379.147.753,57;590.645.578.602,72;18.527.835.219,50
fev/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;226.593.443.010,11;101.790.362.276,57;101.696.855.215,10;3.215.604.657,98
jul/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;214.603.969.856,99;234.648.108.447,79;234.631.261.131,09;621.659.239,34
abr/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;10.950.763.894,64;249.922.468.426,33;250.018.583.959,56;4.347.568.931,78
ago/25;25000 - Ministério da Fazenda;25000 - Ministério da Fazenda - Unidades com vínculo direto;62.479.925.393,79;77.734.105.470,33;77.709.584.568,28;3.172.910.336,48
abr/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;1.350.202.652,94;2.477.789.150,90;2.230.136.919,69;75.007.810,95
fev/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;139.236.663,72;2.162.002.681,77;2.108.877.527,14;104.545.310,30
jan/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;13.115.499.964,60;2.074.223.921,62;160.516.173,28;2.033.570.878,58
mar/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;90.224.583,85;2.199.492.106,09;2.179.422.809,04;195.454.461,73
mai/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;1.950.998.758,72;2.301.605.544,62;2.465.608.703,62;67.052.321,26
jul/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;3.236.399.864,75;2.347.879.690,33;3.217.711.927,64;79.196.176,43
jun/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;3.092.913.813,52;3.234.899.007,97;2.329.235.963,06;68.575.931,26
ago/25;46000 - Ministério da Gestão e da Inovação em Serviços Públicos;46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto;2.431.095.492,99;2.355.531.570,84;2.124.350.688,75;45.901.788,03
jan/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;15.068.690,67;1.682.781,35;145.711,00;14.921.021,62
ago/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;15.517.223,43;3.427.707,59;3.537.735,44;0
abr/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;1.336.016,88;2.035.959,11;1.470.141,23;183,5
mar/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;68.573,77;1.487.033,17;1.527.823,70;0
mai/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;7.525.302,28;8.972.263,63;2.108.150,51;0
fev/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;196.950,69;1.452.626,98;1.537.309,16;2.758.464,80
jul/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;15.601.435,76;1.738.469,54;12.497.005,50;37.381,00
jun/25;67000 - Ministério da Igualdade Racial;67000 - Ministério da Igualdade Racial - Unidades com vínculo direto;6.850.129,22;5.496.703,36;1.696.234,33;0
mar/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;111.490.985,88;36.929.179,31;34.569.900,09;81.183.859,03
abr/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;189.100.856,19;54.020.010,16;54.471.695,73;169.835.021,25
jul/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;349.931.268,95;186.221.652,39;174.568.709,78;243.140.654,40
jan/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;66.713.161,05;58.667.018,43;44.633.217,85;95.666.809,39
jun/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;181.488.978,34;63.903.286,26;59.738.694,34;853.751.024,70
ago/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;191.091.574,26;119.223.326,57;145.397.849,98;113.372.348,26
fev/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;56.397.490,03;30.976.692,50;31.931.221,23;131.003.531,32
mai/25;53000 - Ministério da Integração e do Desenvolvimento Regional;53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto;278.259.842,28;130.756.721,20;130.278.524,41;351.898.788,33
jan/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;665.389.981,92;50.174.672,18;9.067.666,80;65.648.665,41
jul/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;32.436.718,29;70.933.898,44;93.570.430,40;11.032.656,69
ago/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;81.005.635,55;64.408.211,66;56.535.943,11;34.331.497,07
fev/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;21.464.906,30;59.391.607,67;59.410.708,68;28.864.604,59
mai/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;29.487.140,54;72.334.883,79;62.862.494,87;30.812.963,68
jun/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;30.043.306,36;75.440.861,11;65.172.655,04;25.722.050,73
mar/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;17.751.545,74;59.948.825,57;60.123.448,09;77.907.797,98
abr/25;30000 - Ministério da Justiça e Segurança Pública;30000 - Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;21.078.976,98;70.320.805,96;63.124.559,75;51.244.575,01
abr/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;16.233.863,11;7.238.157,78;6.287.280,35;4.571.788,18
jul/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;19.058.919,31;7.762.263,62;9.111.482,48;5.622.599,60
mai/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;192.423,59;7.000.576,20;7.496.682,60;949.740,68
ago/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;8.406.496,86;7.900.832,15;7.973.459,44;2.785.632,05
mar/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;3.329.483,78;7.022.022,56;6.006.571,55;11.394.737,47
jan/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;32.427.739,16;2.983.405,80;292.022,91;10.169.274,53
jun/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;8.142.055,53;8.804.772,83;7.303.864,49;3.787.966,29
fev/25;58000 - Ministério da Pesca e Aquicultura;58000 - Ministério da Pesca e Aquicultura - Unidades com vínculo direto;2.123.228,41;5.530.858,77;4.231.044,35;2.318.889,22
mai/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;7.837.938,73;202.637.530,53;205.504.793,70;3.996,74
jul/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;1.869.011,88;180.228.361,72;188.621.663,51;8.418,00
jun/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;90.259.814,14;205.975.056,15;193.551.081,28;402.562,00
mar/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;785.594,36;147.191.698,61;151.819.983,10;1.084.126,04
abr/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;155.657.672,89;199.091.546,48;151.971.437,02;756.729,08
ago/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;1.865.228,93;182.742.635,75;181.482.069,11;180.702,55
fev/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;1.382.325,02;151.160.681,93;160.441.816,73;694.704,52
jan/25;33000 - Ministério da Previdência Social;33000 - Ministério da Previdência Social - Unidades com vínculo direto;2.118.960.769,22;161.040.610,07;51.126.451,99;100.956.575,86
jan/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;37.465.656.856,05;10.797.841.132,05;9.150.364.154,17;5.407.755.966,48
fev/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;13.749.329.727,20;12.760.855.207,78;12.809.482.852,14;3.802.156.250,71
mar/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;14.948.079.149,32;13.767.077.757,92;12.623.532.398,08;2.376.131.484,92
abr/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;15.293.699.821,01;14.691.376.703,47;15.173.976.011,41;2.356.153.452,44
mai/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;12.736.922.793,04;15.596.315.854,12;15.778.080.958,05;1.134.629.153,33
jun/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;19.685.418.853,46;18.193.297.921,54;17.679.572.061,64;1.229.155.726,91
jul/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;16.837.268.737,16;19.581.747.096,41;20.259.614.109,59;814.339.911,41
ago/25;36000 - Ministério da Saúde;36000 - Ministério da Saúde - Unidades com vínculo direto;13.629.370.472,43;18.468.601.515,87;17.558.834.760,29;733.041.629,43
abr/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;3.490.323.035,33;2.310.977.416,16;2.307.623.597,94;85.867.841,22
mar/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;2.916.298,44;7.132.850,82;6.744.714,24;82.511.226,55
ago/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;1.593.186.622,65;2.293.775.001,40;2.276.966.537,58;88.327.765,79
jun/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;16.549.718.719,10;1.351.769.857,84;1.354.331.904,21;488.132.275,50
fev/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;6.336.297,90;5.399.801,97;5.475.302,62;196.764.462,61
jul/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;159.990.080,10;2.365.008.474,76;2.364.812.679,39;285.113.955,04
jan/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;67.471.898,49;4.615.531,42;50.431,79;871.435.334,18
mai/25;56000 - Ministério das Cidades;56000 - Ministério das Cidades - Unidades com vínculo direto;519.591.243,45;649.020.812,80;648.895.854,77;297.200.978,98
ago/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;6.440.250,04;29.975.874,84;77.141.866,71;2.505.084,87
jan/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;67.836.096,83;4.632.836,63;12.117,94;9.404.944,68
abr/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;9.985.508,70;14.121.382,27;11.426.973,00;17.861.416,15
fev/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;18.054.327,45;5.639.019,99;5.250.918,40;4.562.421,87
jul/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;433.681.719,16;75.301.021,36;106.818.218,28;20.223.210,38
mai/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;49.139.934,49;18.989.954,07;21.195.984,99;4.507.523,54
jun/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;144.326.668,91;105.482.068,27;13.749.325,07;15.046.406,33
mar/25;41000 - Ministério das Comunicações;41000 - Ministério das Comunicações - Unidades com vínculo direto;6.667.166,28;9.010.697,99;8.394.456,64;4.285.925,64
jan/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;18.067.704,69;1.439.934,09;13.175,99;3.358.249,98
fev/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;11.306,90;1.615.197,77;1.628.356,40;7.339.305,50
jul/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;7.855.886,66;5.082.925,36;5.387.602,68;12.440.058,48
mar/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;172.149,48;1.420.027,64;1.439.652,19;16.711.546,31
ago/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;4.431.050,02;2.027.867,68;2.110.211,71;3.709.578,38
mai/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;31.089.802,77;2.157.092,51;2.360.570,93;18.579.967,26
abr/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;1.114.001,24;2.370.459,08;1.727.441,63;42.411.807,00
jun/25;65000 - Ministério das Mulheres;65000 - Ministério das Mulheres - Unidades com vínculo direto;2.348.669,00;8.299.991,96;7.584.459,78;13.649.788,98
jan/25;35000 - Ministério das Relações Exteriores;35000 - Ministério das Relações Exteriores - Unidades com vínculo direto;573.347.037,30;351.426.490,01;281.652.465,09;104.632.504,24
mar/25;35000 - Ministério das Relações Exteriores;35000 - Ministério das Relações Exteriores - Unidades com vínculo direto;356.608.347,74;384.129.554,46;386.665.664,31;7.881.877,29
fev/25;35000 - Ministério das Relações Exteriores;35000 - Ministério das Relações Exteriores - Unidades com vínculo direto;325.857.422,12;385.128.393,80;381.326.544,33;16.121.906,49
